age,workclass,education,marital_status,occupation,race,sex,hours_per_week,income
47,1,4,1,5,0,0,40,0
48,2,1,4,4,0,1,40,0
28,3,2,4,3,0,1,50,0
33,1,5,4,5,0,1,40,1
44,3,5,4,1,0,1,40,1
33,1,3,0,2,0,1,56,0
26,3,4,0,4,0,0,25,0
22,3,3,0,4,0,1,40,0
34,3,4,4,4,0,1,55,1
31,2,4,0,4,0,1,45,0
73,0,2,3,0,0,0,15,0
38,1,3,4,4,0,1,40,0
51,2,4,4,5,0,0,40,1
36,3,4,4,4,0,1,40,0
29,3,4,4,2,0,1,54,1
64,2,2,4,3,0,1,15,1
24,3,4,0,1,0,1,55,0
21,1,4,0,4,0,0,20,0
28,3,4,4,1,0,1,60,1
18,0,1,0,0,0,1,25,0
41,2,2,4,1,0,1,50,0
17,3,1,0,2,0,1,16,0
58,3,8,4,5,0,1,50,1
50,2,5,4,3,0,1,8,0
30,3,1,4,1,1,1,40,0
47,3,2,4,1,0,1,40,0
24,3,4,0,3,0,1,20,0
50,1,4,4,4,1,1,40,0
29,3,7,0,5,0,1,55,0
31,2,8,4,5,0,1,40,1
40,2,2,4,1,0,1,70,1
31,3,4,0,3,0,0,60,0
53,3,1,4,1,1,1,40,0
33,3,2,0,4,0,0,40,0
43,3,5,4,2,0,1,40,0
56,3,4,4,4,0,0,50,1
38,3,5,4,4,0,0,50,1
18,3,1,0,3,0,0,30,0
50,3,2,4,4,0,1,40,1
78,3,2,3,3,0,0,12,0
27,3,1,4,1,0,1,40,0
19,3,4,0,3,0,0,25,0
24,1,5,0,2,0,0,40,0
20,3,4,0,3,0,1,15,0
25,3,7,0,5,0,1,35,0
34,3,5,1,3,0,0,50,1
30,2,3,4,3,0,1,35,0
37,1,7,1,5,0,0,40,0
38,3,2,4,1,0,1,48,1
67,0,2,4,4,1,1,12,0
35,3,2,4,1,0,1,30,0
75,2,2,4,1,0,1,30,0
47,3,4,4,4,0,0,50,0
23,3,1,4,1,0,1,40,0
51,1,2,1,4,0,0,8,0
42,1,2,1,2,1,1,40,0
32,3,4,4,2,0,0,32,1
54,3,2,2,3,0,0,35,0
20,3,4,0,1,0,0,40,0
39,3,2,4,1,0,1,40,1
41,3,2,4,1,0,1,38,1
35,3,2,0,1,0,0,40,0
45,1,5,4,1,0,1,35,1
27,3,5,0,3,0,0,40,0
61,2,1,4,3,0,1,30,1
41,3,2,0,3,0,1,50,0
22,3,4,0,2,0,1,40,0
55,3,4,4,1,1,1,40,1
66,0,5,4,0,0,1,6,0
25,3,4,4,1,0,1,40,0
20,3,4,0,2,0,0,35,0
20,3,4,0,1,1,0,35,0
67,2,5,4,4,0,1,16,0
44,3,4,4,3,0,1,60,1
42,3,2,4,3,0,1,60,1
29,1,4,0,4,1,1,40,0
48,3,4,0,1,0,0,38,1
25,3,2,0,4,1,0,40,0
31,3,2,1,2,0,0,99,1
48,3,5,4,3,0,0,70,1
40,3,7,1,5,0,1,20,0
26,3,4,4,3,0,1,40,0
28,3,2,4,2,0,0,35,0
52,3,4,4,1,0,1,40,1
41,2,2,4,5,0,1,40,0
39,2,5,4,1,0,0,50,0
48,3,2,0,4,1,0,16,0
19,3,2,0,3,0,0,30,0
27,3,4,4,1,0,1,40,0
59,3,3,4,3,0,1,50,0
19,3,4,0,3,0,1,40,0
32,3,2,0,1,0,1,50,0
39,3,2,0,1,0,1,40,0
33,3,2,4,1,0,1,40,0
38,3,2,0,1,0,1,40,0
27,3,4,0,1,0,1,45,0
23,3,2,0,4,0,0,45,0
59,0,3,1,0,0,1,48,0
25,1,5,0,4,1,1,20,0
37,2,3,4,3,0,1,68,0
31,3,2,4,1,0,1,65,0
24,3,3,0,3,0,0,37,0
53,1,5,1,4,0,0,38,0
26,3,4,0,1,1,1,40,0
25,3,4,4,4,0,0,40,1
59,3,1,0,1,0,1,40,0
39,1,2,1,4,0,0,40,0
28,3,4,0,1,0,1,40,0
22,3,2,0,1,0,1,40,0
20,3,2,0,1,0,1,40,0
25,3,4,0,2,0,0,40,0
27,3,4,0,1,0,1,50,0
20,3,2,0,3,0,1,40,0
63,0,4,3,0,1,0,24,0
43,2,1,1,1,0,1,25,0
39,3,4,1,4,0,0,40,0
27,3,5,0,5,0,1,45,0
17,3,1,0,3,0,0,5,0
40,1,6,4,5,0,1,72,0
50,3,4,4,1,0,1,48,1
23,2,5,0,4,0,0,35,0
60,3,2,4,3,0,1,65,1
30,3,2,0,4,0,0,40,0
24,3,2,4,1,0,1,50,0
23,3,5,0,4,0,0,20,0
24,3,5,4,5,0,1,30,0
45,2,5,4,1,0,1,20,0
58,2,4,4,4,0,1,60,1
22,3,4,0,3,0,1,20,0
41,3,4,0,1,0,1,40,0
48,3,1,4,1,0,1,40,1
31,3,2,1,1,0,1,40,0
33,3,6,4,5,0,1,50,1
49,2,5,4,4,0,1,50,0
30,3,5,4,5,0,1,50,1
38,3,2,0,1,0,1,40,0
58,1,2,4,1,0,1,48,0
58,3,5,1,5,0,0,50,0
61,2,2,4,4,0,1,40,0
58,3,2,4,3,0,1,40,1
32,3,3,4,2,0,1,45,1
33,2,2,1,1,0,1,50,0
28,3,5,2,4,0,0,50,1
22,3,4,0,2,0,0,11,0
35,3,2,4,1,0,1,40,1
59,3,2,4,3,0,1,55,0
45,2,6,4,4,1,1,40,1
50,2,2,4,3,1,1,40,0
56,2,1,3,4,0,0,40,0
36,2,2,0,1,0,1,40,0
18,0,1,0,0,0,1,30,0
28,3,4,4,3,1,1,60,0
42,3,3,4,5,1,1,40,1
60,3,2,4,2,0,1,40,0
41,2,4,4,3,0,1,91,0
42,3,5,4,2,0,1,45,1
36,3,2,4,1,0,1,55,1
52,1,7,4,5,0,1,40,1
42,2,2,4,1,0,1,40,0
26,1,4,4,2,0,1,55,1
31,1,5,1,5,0,0,40,0
47,3,1,2,3,0,0,40,0
35,3,4,4,1,0,1,50,0
19,3,1,0,1,0,1,25,0
59,2,4,4,3,0,0,80,1
38,3,5,4,4,0,1,40,1
36,3,5,4,4,0,1,50,0
35,3,7,0,4,0,0,55,0
39,3,2,4,1,0,1,30,0
64,3,4,2,2,0,1,40,0
17,1,1,0,2,0,0,25,0
49,3,4,4,2,0,1,32,0
19,3,4,0,2,0,0,25,0
36,2,2,4,5,0,0,40,0
26,3,2,0,1,0,1,45,0
27,3,1,0,2,0,0,40,0
66,3,5,4,5,0,1,40,1
38,3,1,4,4,0,1,40,0
25,3,5,0,4,0,0,25,0
19,3,2,0,5,0,0,40,0
30,3,3,0,1,0,1,50,1
22,3,3,0,4,1,1,40,0
60,3,4,1,1,0,1,44,1
54,3,4,4,2,0,1,18,1
46,3,2,2,1,0,1,37,0
33,1,4,0,2,0,1,40,0
51,1,7,1,4,0,0,40,0
43,3,6,4,5,0,1,60,1
18,0,2,0,0,0,0,30,0
60,2,2,4,1,0,1,25,0
39,2,2,4,1,0,1,60,0
23,3,5,0,2,0,0,40,0
39,3,3,0,2,0,0,40,0
40,1,4,0,4,0,1,40,0
48,3,4,4,4,0,1,65,1
24,3,2,0,1,0,1,40,0
32,3,2,1,1,0,1,40,0
31,2,4,4,1,0,1,60,0
39,3,2,0,1,1,1,40,0
27,3,7,0,4,0,0,40,0
45,1,7,0,4,1,1,38,0
22,0,2,1,0,1,0,40,0
31,3,5,0,1,1,1,40,0
63,3,2,1,4,0,0,40,0
45,3,5,4,4,0,1,50,1
28,1,4,2,4,0,0,50,0
23,3,5,0,3,0,0,40,0
50,3,2,4,1,0,1,44,1
33,3,1,4,2,0,1,40,0
22,0,4,0,0,0,1,40,0
27,3,5,0,3,0,1,46,1
29,3,4,4,1,0,1,40,0
36,3,2,1,4,0,0,35,0
60,3,1,4,1,0,1,40,1
46,3,5,4,1,0,1,50,0
67,0,7,3,0,0,0,40,0
20,0,4,0,0,0,0,15,0
23,3,5,0,3,0,1,55,0
38,2,2,4,4,0,1,50,0
60,3,6,4,4,0,1,40,1
20,2,4,0,1,0,0,35,0
37,3,4,3,1,1,0,48,0
37,3,2,0,1,0,1,40,0
58,3,2,4,1,0,1,40,0
25,3,5,0,1,0,1,30,0
27,3,4,0,4,0,0,60,0
33,3,4,4,1,0,1,55,0
43,1,4,1,4,0,0,40,0
21,1,4,0,2,1,1,20,0
45,3,2,4,1,1,1,40,0
44,3,1,4,1,1,1,40,0
52,0,1,4,0,0,1,40,0
53,3,2,1,5,0,1,46,1
31,3,2,0,2,1,0,20,0
18,1,1,0,2,1,1,15,0
20,3,2,0,2,0,0,30,0
32,3,2,0,1,0,1,40,0
48,3,1,4,1,1,1,40,0
46,3,2,4,2,1,1,40,0
28,3,2,4,1,0,1,50,0
27,2,2,0,3,1,1,40,0
18,1,4,0,3,0,0,32,0
69,2,2,4,4,0,1,12,1
50,2,7,4,3,0,1,40,1
43,3,2,4,1,0,0,40,0
32,3,5,1,3,0,0,30,0
43,3,2,2,4,0,0,48,0
52,2,2,4,3,0,1,55,1
50,3,5,4,4,0,1,40,1
35,3,4,1,4,0,0,40,1
20,0,2,0,0,0,0,5,0
73,0,2,3,0,0,0,65,0
46,3,2,1,4,0,0,45,0
58,3,2,4,1,0,1,60,1
46,2,6,4,5,0,1,60,1
40,3,2,0,1,0,1,50,0
25,3,5,0,4,0,1,40,0
22,3,3,0,4,0,0,25,0
33,1,5,4,5,0,1,40,0
49,1,3,4,1,0,1,40,0
62,3,1,1,5,0,0,40,0
56,1,4,1,2,1,1,48,0
24,3,2,0,1,0,0,40,0
42,3,2,0,2,0,0,40,0
41,3,7,1,4,0,0,40,0
23,3,5,0,2,0,1,66,0
22,0,4,0,0,0,1,40,0
35,3,5,0,4,0,1,40,0
42,3,2,4,1,1,1,40,0
22,3,2,0,1,0,1,40,0
32,2,2,4,1,0,1,50,0
25,3,2,0,1,0,1,40,0
66,3,1,1,2,1,0,15,0
26,1,2,4,2,0,1,38,0
46,3,4,1,1,0,1,55,0
55,3,5,4,4,0,1,45,1
24,3,2,4,1,0,1,40,0
25,3,2,0,3,0,1,40,0
22,3,4,0,4,0,0,40,0
31,3,2,0,2,0,1,40,0
30,3,2,1,4,0,0,40,0
54,3,2,0,2,0,1,15,0
19,0,4,0,0,0,0,40,0
56,3,1,1,1,0,0,40,1
47,3,2,4,1,1,1,60,0
29,3,2,4,1,1,1,40,0
53,3,2,4,1,0,1,40,0
22,3,2,0,1,1,0,40,0
50,0,5,4,0,1,1,60,1
42,3,2,1,4,0,0,40,1
21,3,4,0,3,0,1,40,0
36,2,2,0,2,0,0,70,0
60,3,1,4,3,0,1,40,1
69,3,3,3,3,0,0,25,0
31,3,2,4,1,1,1,40,0
48,3,4,1,4,0,0,55,0
23,3,2,0,4,0,0,40,0
24,3,3,2,1,1,1,40,1
47,3,2,4,4,1,1,40,1
36,3,2,0,1,1,0,40,0
39,3,3,4,4,0,1,50,1
22,3,2,0,1,0,0,46,0
27,3,5,0,3,0,1,45,1
36,3,2,4,1,0,1,40,0
54,3,1,4,2,0,1,40,0
33,1,2,1,4,0,0,40,0
42,3,2,4,5,0,1,50,1
52,3,4,4,3,0,1,65,0
23,3,5,0,3,0,1,32,0
33,3,1,4,1,0,1,40,0
30,3,3,1,4,0,0,38,0
35,3,3,4,2,1,1,38,0
35,0,3,4,0,0,0,20,1
27,3,2,0,1,0,1,37,0
24,3,2,0,2,0,1,35,0
44,1,2,4,1,0,1,40,0
62,3,3,2,2,1,0,20,0
45,3,5,4,4,0,1,40,1
75,2,2,4,1,0,1,20,0
47,3,5,4,5,0,1,50,0
64,3,6,4,4,0,1,60,0
54,3,2,1,2,0,1,42,1
41,1,5,4,4,0,1,40,1
33,3,3,4,1,0,1,40,0
20,3,4,0,4,0,0,10,0
51,3,5,1,3,0,1,50,1
45,2,6,0,1,0,1,50,1
18,0,1,0,0,0,1,72,0
43,3,1,4,1,0,1,40,0
30,3,2,0,1,0,1,40,0
32,3,2,1,4,0,0,40,0
45,3,4,4,1,0,1,40,1
61,3,4,1,3,0,0,40,0
21,3,1,4,2,0,1,40,0
56,3,1,1,1,0,1,49,0
28,3,2,0,1,0,1,60,0
23,3,4,0,1,1,0,40,0
55,3,4,4,1,0,1,84,0
27,0,4,4,0,0,1,20,0
33,3,2,0,1,0,1,70,0
22,3,4,0,4,0,0,20,0
43,1,3,4,4,0,1,40,0
32,2,2,1,4,0,0,40,0
38,3,4,4,3,0,0,40,0
18,3,1,0,1,0,1,20,0
35,3,4,4,1,0,1,50,1
67,0,2,3,0,0,0,40,0
29,3,2,1,1,0,0,40,0
19,3,1,0,1,0,1,55,0
39,3,1,4,1,0,1,35,0
29,3,4,4,4,0,1,50,1
45,2,6,4,5,0,1,55,1
44,3,4,4,1,0,1,40,1
42,1,1,4,1,0,1,40,0
34,3,5,0,3,0,1,40,0
52,1,5,4,2,0,1,40,0
18,0,1,0,0,0,1,25,0
64,3,2,4,1,0,1,25,0
30,3,5,4,3,0,1,45,1
43,1,5,1,4,0,1,42,0
49,2,4,0,1,0,1,40,0
35,3,4,4,5,0,1,40,1
37,2,6,4,5,0,1,50,1
49,3,1,4,1,0,1,40,0
19,3,1,2,2,0,0,40,0
22,3,5,0,4,0,1,4,0
31,3,2,0,2,1,1,40,0
26,3,4,4,1,0,1,40,0
44,3,4,4,3,0,1,55,0
38,3,4,4,2,0,0,40,0
33,2,2,4,3,0,1,60,0
24,0,2,2,0,1,0,37,0
18,3,1,0,2,0,1,20,0
32,3,3,3,2,1,0,40,0
27,3,2,1,4,0,0,40,0
28,1,7,4,4,1,1,40,0
30,2,3,0,1,0,1,40,0
33,3,2,0,2,1,1,38,0
74,3,7,1,3,0,0,10,0
36,3,2,0,1,1,1,70,0
36,3,3,4,2,0,1,55,0
29,3,2,4,4,0,0,20,0
39,3,5,1,4,0,0,45,0
25,2,5,0,3,0,1,80,0
21,3,2,2,1,0,1,40,0
39,1,3,0,4,0,0,50,0
38,3,4,1,5,0,0,32,0
20,3,2,0,3,1,0,25,0
51,3,2,1,1,0,1,40,0
21,3,2,0,4,0,0,40,0
36,3,4,0,5,0,0,40,0
50,3,2,2,2,1,0,40,0
38,3,2,4,4,0,1,55,1
25,1,5,0,5,0,0,40,0
23,3,4,0,3,0,0,15,0
36,3,5,4,4,0,1,55,1
41,3,5,4,5,0,1,40,0
34,3,7,0,4,0,0,50,0
19,1,4,0,2,0,1,10,0
18,3,1,0,2,0,0,3,0
36,3,1,1,3,0,1,40,0
46,3,4,4,1,0,1,40,1
29,3,4,0,1,0,1,45,0
23,3,2,0,4,0,0,32,0
35,3,2,4,1,0,1,40,0
35,3,2,0,1,0,1,40,0
40,3,2,4,1,0,1,40,0
22,3,4,0,1,1,1,40,0
19,1,4,0,4,0,0,15,0
70,3,1,4,1,0,1,40,0
38,3,4,1,1,1,1,55,0
35,3,4,4,3,0,1,50,0
25,3,4,0,2,0,0,35,0
39,3,4,4,1,0,1,45,1
50,3,8,4,5,1,1,37,1
43,3,3,4,5,0,1,50,0
37,1,4,4,4,0,1,40,1
51,3,2,4,2,0,1,40,1
29,0,1,2,0,0,0,12,0
20,3,2,0,2,1,1,40,0
21,3,4,0,4,0,0,40,0
47,3,2,4,1,1,0,40,0
44,3,3,1,2,0,0,40,0
17,3,1,0,1,0,1,15,0
25,3,1,0,2,0,1,40,0
43,1,8,0,5,0,0,40,0
46,1,3,4,4,0,1,40,1
42,3,4,4,1,0,1,60,0
46,1,7,1,5,1,1,40,0
22,3,4,0,2,0,0,30,0
49,3,2,4,1,1,1,40,0
21,3,2,4,1,0,1,50,0
53,3,7,4,4,0,0,40,1
43,3,4,1,1,0,1,42,0
22,3,2,0,2,0,1,50,0
33,3,5,0,5,0,0,45,1
28,3,3,0,4,0,0,40,0
25,3,4,0,2,0,0,24,0
40,3,5,4,4,1,1,40,1
50,3,4,4,2,0,1,45,1
48,2,4,1,3,0,1,65,1
30,3,2,4,1,0,1,40,0
33,3,2,4,2,1,0,38,0
34,3,4,4,1,1,1,40,0
42,3,5,4,4,1,1,40,1
48,2,4,4,4,1,1,65,0
38,3,5,4,5,0,1,45,1
29,3,2,4,1,0,1,40,0
33,3,1,0,1,0,1,40,0
64,3,5,1,4,0,1,55,1
44,3,3,4,1,0,0,25,0
42,1,5,4,4,0,1,50,1
49,3,2,4,1,0,1,45,0
25,3,2,4,1,0,1,40,0
33,3,5,0,4,0,0,40,0
38,3,4,4,3,0,1,60,0
20,3,2,0,3,0,0,38,0
44,3,2,0,1,0,1,50,0
45,3,5,4,1,0,1,40,1
27,2,2,0,3,0,1,50,0
18,3,2,0,1,0,1,40,0
38,3,2,1,1,0,1,50,0
45,3,1,4,1,0,1,42,0
27,1,2,0,2,1,1,40,0
64,3,1,3,2,1,0,16,0
66,1,2,4,4,0,1,20,0
34,3,5,0,3,0,0,35,0
45,2,5,4,1,0,1,40,1
42,2,2,1,1,0,1,40,0
32,3,5,4,4,0,1,60,1
26,3,1,0,4,1,1,20,0
27,3,3,0,1,0,1,40,0
21,3,4,0,3,0,0,40,0
23,0,4,0,0,0,1,30,0
47,3,4,4,1,0,1,40,0
20,1,4,0,4,0,0,40,0
46,1,5,4,5,0,1,38,1
35,0,2,4,0,1,0,40,0
55,3,5,4,4,0,1,40,1
28,3,4,0,2,0,0,24,0
21,3,4,0,3,0,0,40,0
36,3,2,0,1,0,1,40,0
29,3,8,1,5,0,0,60,1
38,3,5,4,4,0,1,40,1
37,3,5,4,4,0,1,50,1
81,2,1,3,3,0,1,45,0
41,3,4,1,4,0,0,40,0
29,3,5,0,3,0,0,40,0
30,2,3,1,4,0,0,40,0
25,3,2,0,4,0,1,40,0
42,1,2,0,4,0,0,40,0
30,3,2,1,1,1,1,40,0
65,0,2,4,0,0,1,20,0
18,3,2,0,2,0,1,35,0
26,3,1,0,1,0,1,48,0
30,3,4,0,2,0,1,48,0
61,3,3,4,4,0,1,42,0
21,3,2,0,1,0,1,45,0
53,3,2,4,1,0,1,48,0
41,2,6,4,4,0,0,55,1
43,2,4,4,4,0,1,45,1
60,3,1,2,2,1,0,15,0
47,3,1,4,1,0,1,40,0
48,3,4,1,4,1,1,40,0
32,3,5,0,5,0,0,40,0
25,0,7,0,0,0,0,35,0
31,3,5,0,5,0,1,40,0
33,1,7,0,5,0,1,30,0
27,2,2,4,1,0,1,50,0
44,3,2,1,4,0,0,40,1
44,3,4,4,5,0,1,45,1
37,3,4,4,1,0,1,40,0
34,3,2,1,1,1,1,40,0
51,1,4,4,5,0,1,40,1
51,3,7,1,2,0,1,40,0
25,1,5,4,5,0,1,60,0
25,3,5,0,2,1,0,24,0
29,1,5,4,5,0,1,50,1
36,2,2,0,1,0,1,70,1
55,3,2,1,1,0,0,40,0
39,3,5,1,3,0,0,40,0
31,3,1,1,1,0,1,40,0
31,3,6,4,2,1,1,40,0
51,2,3,0,4,0,0,40,0
30,3,3,0,4,1,1,40,0
62,3,2,0,4,0,0,32,0
37,3,5,4,3,0,1,60,1
30,2,5,4,3,0,1,50,1
27,3,5,1,4,0,1,52,0
32,3,5,4,4,0,1,45,1
23,3,4,0,4,0,1,30,0
35,2,1,4,1,0,1,50,0
46,3,3,0,5,0,0,36,0
45,2,5,1,4,0,1,50,1
27,3,2,4,1,0,1,40,0
46,3,2,4,3,0,1,40,1
22,3,1,4,4,0,0,20,0
37,1,4,1,5,0,0,30,0
42,3,4,4,4,0,1,40,0
45,3,2,1,1,0,0,40,0
33,1,3,4,5,0,1,40,0
46,3,3,4,1,0,1,40,0
24,3,2,0,1,0,1,50,0
56,3,2,2,1,0,0,40,0
34,3,4,0,5,0,0,12,1
50,3,2,4,1,0,1,40,1
48,2,5,4,4,0,1,50,1
45,3,1,4,2,0,0,36,0
55,3,3,4,1,0,1,50,1
41,1,4,1,4,0,0,40,0
66,3,4,4,4,0,1,24,0
29,1,4,0,5,0,0,40,0
37,3,4,4,2,0,0,40,0
63,0,6,4,0,0,1,40,0
61,3,3,4,3,0,1,40,1
64,3,5,1,4,0,1,50,1
35,3,2,4,1,0,1,35,0
22,3,4,0,4,0,0,40,0
58,3,1,4,1,0,1,50,0
58,3,4,4,3,0,1,45,1
24,3,2,0,1,0,0,48,0
34,3,4,1,5,0,0,6,0
33,1,7,0,5,0,0,50,0
33,2,2,4,1,0,1,60,0
17,3,1,0,2,0,0,15,0
27,3,5,4,3,0,1,40,1
20,2,4,0,4,0,0,20,0
52,3,5,1,5,0,0,40,1
30,3,1,1,1,0,1,40,0
22,3,5,0,5,0,1,40,0
20,3,3,0,2,0,0,40,0
64,1,1,1,2,0,0,45,0
49,3,7,4,4,0,1,50,1
38,3,5,1,2,1,0,60,0
46,1,2,4,4,1,1,80,1
17,3,1,0,2,0,1,20,0
45,3,1,4,1,0,1,40,0
27,3,5,0,4,0,0,40,0
45,2,3,1,3,0,0,30,0
26,2,2,1,4,0,1,78,1
23,3,3,0,4,0,0,20,0
44,1,5,1,5,0,1,45,0
36,3,5,1,4,0,1,40,0
35,3,1,0,4,0,0,40,0
24,0,2,4,0,0,0,40,0
56,3,5,4,5,0,0,40,0
47,3,7,1,2,0,1,40,0
32,3,5,4,1,0,1,50,1
29,3,5,0,4,0,0,10,0
55,0,3,4,0,0,0,5,0
35,2,5,4,4,0,1,50,1
37,3,2,4,1,0,1,68,0
36,2,3,4,1,0,1,75,0
33,3,2,4,3,0,0,45,0
34,3,2,1,1,0,1,50,0
24,3,4,0,1,0,1,40,0
25,3,2,0,4,0,0,40,0
31,2,2,0,1,0,1,45,0
38,3,3,4,1,0,1,40,0
30,3,5,4,3,0,1,40,1
35,3,2,4,1,0,1,32,0
67,0,5,1,0,0,0,60,0
34,3,5,4,5,0,0,40,0
46,3,2,4,4,0,0,40,0
19,1,4,0,3,0,0,16,0
26,3,3,0,2,1,0,15,0
28,3,4,0,5,1,1,40,0
47,3,4,4,1,0,1,40,0
49,1,7,4,4,0,1,40,1
33,2,6,4,5,0,1,40,1
44,3,5,4,5,0,1,40,1
30,3,2,0,2,0,0,40,0
18,3,4,0,2,1,1,16,0
60,2,2,4,1,0,1,60,1
44,3,7,0,4,0,1,56,1
81,0,6,4,0,0,1,24,1
43,1,4,0,2,0,0,40,0
35,3,1,0,1,0,1,20,0
58,2,2,4,1,0,1,72,0
32,3,5,4,5,1,1,40,0
40,3,2,4,1,0,1,35,0
32,3,2,0,2,1,0,40,0
21,3,4,0,4,0,0,35,0
44,3,2,4,2,0,1,25,0
33,3,5,4,4,0,1,45,1
25,3,4,0,3,0,0,40,0
42,3,2,1,1,0,1,40,0
27,3,2,0,1,0,1,40,0
62,0,1,4,0,0,1,40,0
31,2,2,0,3,1,1,40,0
33,1,5,0,5,1,0,40,0
50,2,4,4,1,0,1,55,0
50,3,7,4,5,0,1,50,1
46,3,3,4,5,0,1,60,0
22,3,3,0,2,0,0,35,0
66,1,6,4,4,1,1,55,1
52,3,2,0,2,0,0,45,0
57,2,1,3,1,0,0,45,0
41,2,3,1,1,0,1,40,0
42,3,2,4,1,0,1,42,0
19,3,1,0,2,0,0,30,0
45,1,5,1,4,1,0,60,0
51,2,1,4,2,0,1,99,0
69,0,3,1,0,0,0,1,0
45,2,5,4,5,0,1,30,0
48,3,4,1,4,0,0,50,0
60,1,4,4,4,0,1,40,1
42,3,2,0,3,0,0,40,0
19,1,4,0,4,0,0,10,0
39,2,2,4,3,0,1,70,0
46,3,2,4,1,0,1,50,1
58,1,2,4,2,0,1,40,0
36,3,4,1,5,0,0,45,0
21,3,2,0,1,0,1,35,0
41,3,6,4,4,0,1,40,1
17,3,1,0,2,0,0,20,0
29,3,2,4,1,0,1,40,0
52,3,4,1,4,0,0,60,0
33,3,3,4,3,0,1,40,0
38,3,7,0,4,1,0,35,0
42,3,5,4,3,0,1,40,1
24,1,3,4,4,0,1,30,0
59,3,4,4,4,0,1,60,1
36,3,5,4,3,0,1,45,1
54,3,4,4,2,0,1,40,1
39,3,5,4,3,0,1,50,1
42,2,2,4,1,0,1,96,0
54,2,5,4,1,0,1,50,0
26,3,3,4,1,1,0,40,0
50,3,2,4,1,0,1,40,1
42,3,3,4,2,0,1,45,0
48,1,5,4,4,0,0,40,1
31,3,5,3,2,0,0,30,0
56,3,2,0,5,0,0,45,0
28,1,3,4,4,0,0,40,1
34,3,2,4,4,0,1,45,1
28,3,2,0,1,0,0,40,0
41,3,5,4,1,1,1,40,1
44,3,4,4,1,0,1,60,1
34,3,3,4,1,0,1,65,0
26,3,7,0,5,0,1,55,1
37,3,5,0,4,0,1,40,1
64,0,4,4,0,0,1,15,0
25,3,3,1,4,0,0,40,0
48,2,4,4,1,0,1,40,0
47,3,4,1,4,0,0,40,0
17,3,1,0,2,0,0,20,0
44,3,1,4,1,0,1,40,0
46,1,4,1,1,0,0,40,0
32,0,5,1,0,0,1,50,0
42,1,4,4,1,1,1,40,0
33,2,5,1,3,0,1,50,1
61,3,2,1,2,1,0,40,0
47,3,5,4,1,0,1,40,0
35,3,5,0,3,0,0,45,1
62,3,1,4,1,1,1,40,0
62,2,5,4,4,0,1,40,0
38,3,6,4,5,0,1,60,1
19,0,4,0,0,0,0,40,0
33,3,5,4,5,0,1,40,0
39,1,5,4,5,0,0,42,0
17,3,1,0,1,0,1,10,0
58,3,4,4,4,0,1,40,0
35,2,5,2,5,0,0,50,0
34,1,2,4,2,0,1,50,0
55,0,1,1,0,0,0,40,0
32,3,4,4,1,0,1,40,0
19,2,2,0,3,0,1,40,0
41,3,2,4,1,0,1,40,0
24,3,2,1,2,0,0,40,0
52,0,2,4,0,0,1,35,0
48,1,5,4,5,0,1,40,0
32,3,4,1,5,0,0,30,0
47,1,2,1,4,0,0,35,0
38,3,6,4,3,0,0,40,0
18,3,2,0,1,1,1,40,0
25,3,2,4,1,0,1,40,0
36,3,5,4,5,0,0,32,1
40,3,3,1,5,0,0,20,0
56,2,1,4,1,0,1,20,0
50,3,3,1,5,0,0,40,1
55,3,2,4,4,0,1,50,1
32,1,2,4,2,0,1,40,0
41,3,3,4,1,0,1,43,1
28,3,4,0,4,0,0,52,0
53,3,4,4,4,0,1,55,0
26,0,3,4,0,0,0,40,0
60,1,5,2,5,0,0,55,0
21,3,4,0,2,0,1,20,0
29,3,2,4,1,0,1,40,0
73,3,4,4,5,0,1,50,1
43,2,5,4,3,0,1,45,1
45,3,4,4,3,0,1,45,0
35,0,1,4,0,0,0,35,0
36,3,2,1,5,0,0,40,1
25,3,2,0,3,0,0,50,0
38,3,4,4,1,1,1,40,0
30,1,4,1,4,0,0,40,0
49,3,4,4,4,0,1,40,1
41,1,2,4,1,0,1,40,0
27,3,4,4,4,0,1,40,0
64,3,4,4,4,0,1,20,0
41,2,2,4,1,0,1,45,0
37,3,5,4,4,0,1,47,1
51,3,1,2,1,0,0,40,0
35,3,4,1,5,0,0,40,0
61,1,1,4,2,0,1,40,0
52,3,1,1,2,1,0,16,0
40,3,3,4,3,0,1,60,1
20,3,2,0,1,0,1,40,0
52,1,7,4,5,0,1,40,0
50,3,4,4,2,0,1,40,1
49,3,5,1,4,0,0,40,1
36,1,5,0,5,1,0,40,0
33,3,7,0,4,0,1,40,0
40,3,2,4,5,1,1,50,0
45,3,5,4,4,0,1,50,1
22,3,4,0,1,0,0,35,0
47,3,7,4,5,0,0,2,1
24,3,2,0,3,0,1,30,0
19,3,4,0,3,0,0,30,0
40,3,2,1,1,0,0,40,0
40,3,4,0,2,0,0,50,1
54,3,2,4,3,0,1,50,1
43,2,6,4,5,1,1,35,1
63,1,5,4,1,0,1,40,0
18,3,1,0,2,0,0,20,0
19,3,1,0,1,0,1,40,0
49,2,2,4,4,0,1,45,0
27,3,7,4,4,0,1,45,1
49,1,7,1,4,0,0,40,0
60,3,2,4,1,0,1,50,0
71,0,2,4,0,0,1,40,0
34,3,2,4,1,0,1,40,0
29,3,5,4,5,0,0,46,1
30,3,4,4,3,0,1,44,0
